Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Tipo
107426186,14506,1,464192,32,32,32,32,0,32,32,32,0,7405.63808079416,341085.818645674,27130040,0,107426186,7406.14863840057,341097.571236107,27130040,0,0,0,0,0,0,0,0,0,0,116048,8,135.032253681612,0.00930871733638575,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0022058316675,32,32,0,0,0,0,0,0,14506,464192,1,32,-1,-1,14506,0,7508115.5,9789005.97258859,22182355,2162054,19348431,7646437.18175705,27130040,11682408,2
107580903,8616,1,275712,32,32,32,32,0,32,32,32,0,12486.1772284123,408004.664814475,26013781,0,107580903,12487.6265815438,408028.324594322,26013781,0,0,0,0,0,0,0,0,0,0,68928,8,80.0885636737963,0.00929533004570523,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0037135894163,32,32,0,0,0,0,0,0,8616,275712,1,32,-1,-1,8616,0,5488167,9450795.7981993,22390975,1016439,16028013.2,5837799.30516669,26013781,11653940,2
82620096,13685,1,437920,32,32,32,32,0,32,32,32,0,6037.27409572524,232655.4910566,15693341,0,82620096,6037.7152879275,232663.986802085,15693341,0,0,0,0,0,0,0,0,0,0,109480,8,165.637667620236,0.0121035928111243,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0023381557796,32,32,0,0,0,0,0,0,13685,437920,1,32,-1,-1,13685,0,6196202.25,10170088.2702934,21403580,353930,13399694.5,1637060.99530072,15693341,11909558,2
107383509,10380,1,332160,32,32,32,32,0,32,32,32,0,10345.2320809248,361307.666572119,24066408,0,107383508,10346.2287310916,361325.059267911,24066408,0,0,0,0,0,0,0,0,0,0,83040,8,96.6628870360345,0.00931241686281643,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0030825546672,32,32,0,0,0,0,0,0,10380,332160,1,32,-1,-1,10380,0,5661465.4,9041374.94379817,21769826,644725,15815236.4,4719401.01482326,24066408,12453146,2
65048527,11433,1,365856,32,32,32,32,0,32,32,32,0,5689.5414152016,226294.936081309,15216100,0,65048526,5690.03901329601,226304.827909839,15216100,0,0,0,0,0,0,0,0,0,0,91464,8,175.761089870644,0.0153731382726007,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0027986706314,32,32,0,0,0,0,0,0,11433,365856,1,32,-1,-1,11433,0,7890299.33333333,12617351.7006225,22442284,2,13792543,1679054.0707574,15216100,11940880,2
109363434,9,1,0,0,0,0,0,0,0,0,0,0,12151492.6666667,19001201.3524902,51303562,741644,70327225,8790903.125,17218050.1378173,51303562,741644,0,0,0,0,0,0,0,0,0,0,0,0.0822944166146063,0.00914382406828959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,8478657,0,8478657,8478657,45169885.5,8674328.49350914,51303562,39036209,2
92467277,5829,1,186528,32,32,32,32,0,32,32,32,0,15863.3173786241,470178.53854201,24546593,0,92467277,15866.039293068,470218.835702701,24546593,0,0,0,0,0,0,0,0,0,0,46632,8,63.0385168582395,0.0108146366200445,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0054888507719,32,32,0,0,0,0,0,0,5829,186528,1,32,-1,-1,5829,0,3186832.6,1985367.72715757,6451360,1512264,15306622.8,5218810.69342347,24546593,11938001,2
96091392,7455,1,238560,32,32,32,32,0,32,32,32,0,12889.5227364185,428901.79530523,23904812,0,96091392,12891.2519452643,428930.542120101,23904812,0,0,0,0,0,0,0,0,0,0,59640,8,77.5823915632318,0.0104067594316877,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0042918454936,32,32,0,0,0,0,0,0,7455,238560,1,32,-1,-1,7455,0,4110178,4614152.06912913,10847565,743080,15930136,4696342.52827182,23904812,12124000,2
112582687,10143,1,324576,32,32,32,32,0,32,32,32,0,11099.5452035887,469861.600256328,38530813,0,112582687,11100.6396174325,469884.753189965,38530813,0,0,0,0,0,0,0,0,0,0,81144,8,90.0937814710356,0.00888236039347684,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0031545741325,32,32,0,0,0,0,0,0,10143,324576,1,32,-1,-1,10143,0,3938056.6,4898474.56339025,12651777,1145228,18553821.8,11238552.6767728,38530813,12167178,2
116036337,7724,1,247168,32,32,32,32,0,32,32,32,0,15022.8297514241,457322.994961359,24401193,0,116036337,15024.7749579179,457352.573740544,24401193,0,0,0,0,0,0,0,0,0,0,61792,8,66.5653552990043,0.00861799006978305,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004142394822,32,32,0,0,0,0,0,0,7724,247168,1,32,-1,-1,7724,0,4173263.4,6645674.43429125,15893424,98004,15853722.3333333,4440846.32082146,24401193,12307515,2
119641498,11858,1,379456,32,32,32,32,0,32,32,32,0,10089.5174565694,440943.414658198,39369509,0,119641497,10090.3683056422,440962.000323189,39369509,0,0,0,0,0,0,0,0,0,0,94864,8,99.112767712086,0.00835830390555625,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0026983725441,32,32,0,0,0,0,0,0,11858,379456,1,32,-1,-1,11858,0,5151523.8,7460161.74370909,18458820,1149581,18773928.6,11522344.1748232,39369509,13065092,2
107609371,10498,1,335936,32,32,32,32,0,32,32,32,0,10250.4639931416,478718.604222768,42590254,0,107609371,10251.4405068115,478741.39803498,42590254,0,0,0,0,0,0,0,0,0,0,83984,8,97.5565594561463,0.00929287097124655,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0030479093247,32,32,0,0,0,0,0,0,10498,335936,1,32,-1,-1,10498,0,7782595,12429030.2304299,22121830,92836,21064553.5,14396216.0951869,42590254,12317702,2
66329417,9890,1,316480,32,32,32,32,0,32,32,32,0,6706.71557128413,242574.991251384,14197080,0,66329417,6707.39377085652,242587.247694638,14197080,0,0,0,0,0,0,0,0,0,0,79120,8,149.104280533628,0.0150762669902556,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0032352643818,32,32,0,0,0,0,0,0,9890,316480,1,32,-1,-1,9890,0,7549836.66666667,12315757.6584167,21769820,291716,13772163.6666667,394273.967946571,14197080,13418155,2
82803960,12048,1,385536,32,32,32,32,0,32,32,32,0,6872.83864541833,258925.259713539,14787974,0,82803960,6873.4091475056,258935.999272231,14787974,0,0,0,0,0,0,0,0,0,0,96384,8,145.500287667401,0.012076717103868,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0026558220599,32,32,0,0,0,0,0,0,12048,385536,1,32,-1,-1,12048,0,7781569.66666667,12262447.840292,21936643,398990,14062115.75,737481.167973065,14787974,13409919,2
82853867,8062,1,257984,32,32,32,32,0,32,32,32,0,10277.0859588192,303304.521775672,14673293,0,82853867,10278.3608733408,303323.315005642,14673293,0,0,0,0,0,0,0,0,0,0,64496,8,97.3038470250278,0.012069442697225,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0039687461243,32,32,0,0,0,0,0,0,8062,257984,1,32,-1,-1,8062,0,6868722.75,9803144.7024208,21529158,937175,13386299.25,1162865.39564514,14673293,11922528,2
83298090,12458,1,398656,32,32,32,32,0,32,32,32,0,6686.31321239362,306580.473684153,28492478,0,83298089,6686.84988359957,306592.774123076,28492478,0,0,0,0,0,0,0,0,0,0,99664,8,149.559251598686,0.012005077187244,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0025684244321,32,32,0,0,0,0,0,0,12458,398656,1,32,-1,-1,12458,0,8451722,11911213.5248931,22187758,977079,18190918.6666667,8951687.94512863,28492478,12304528,2
90503792,6809,1,217888,32,32,32,32,0,32,32,32,0,13291.7891026582,439895.629905899,24216339,0,89957032,13213.4300822562,439880.414091145,24216339,0,0,0,0,0,0,0,0,0,0,54472,8,75.2344166971479,0.0110492607867745,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0046989720999,32,32,0,0,0,0,0,0,6809,217888,1,32,-1,-1,6809,0,2537112.4,1471961.0178878,5000478,1299214,15561965.4,5031372.11735589,24216339,12028638,2
100863553,10039,1,321248,32,32,32,32,0,32,32,32,0,10047.1713318059,376699.385643247,24190484,0,100863553,10048.1722454672,376718.137362683,24190484,0,0,0,0,0,0,0,0,0,0,80312,8,99.5305013695086,0.00991438403919799,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003187250996,32,32,0,0,0,0,0,0,10039,321248,1,32,-1,-1,10039,0,3870573.6,6212640.83085794,14735708,23982,16290876.6,4713254.0162516,24190484,12634554,2
66752403,3422,1,109504,32,32,32,32,0,32,32,32,0,19506.8389830508,466959.160509621,14774216,0,66752394,19512.5384390529,467027.305360709,14774216,0,0,0,0,0,0,0,0,0,0,27376,8,51.2640720964008,0.014980734101812,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0093485246859,32,32,0,0,0,0,0,0,3422,109504,1,32,-1,-1,3422,0,2632666.5,2253282.90752219,5883030,721108,13553888.25,984207.69235576,14774216,12714614,2
79650160,10233,1,327456,32,32,32,32,0,32,32,32,0,7783.65679663833,270484.810909269,16081490,0,79649339,7784.33727521502,270498.020711073,16081490,0,0,0,0,0,0,0,0,0,0,81864,8,128.47431819346,0.0125549025890218,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0031268321282,32,32,0,0,0,0,0,0,10233,327456,1,32,-1,-1,10233,0,6136632.25,10629623.365928,22051002,306642,13467793.75,1793194.27312647,16081490,12045264,2
107705094,9948,1,318336,32,32,32,32,0,32,32,32,0,10826.8088057901,379303.263093426,26167936,0,107705093,10827.8971549211,379322.315211428,26167936,0,0,0,0,0,0,0,0,0,0,79584,8,92.3633194173713,0.00928461192374058,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0032164036587,32,32,0,0,0,0,0,0,9948,318336,1,32,-1,-1,9948,0,5502094.8,9444051.14421929,22395368,1139474,16034401.2,5727731.7875562,26167936,12120651,2
77899332,7776,1,248832,32,32,32,32,0,32,32,32,0,10017.9182098765,333187.371941457,17997310,0,77899276,10019.1994855306,333208.781691188,17997310,0,0,0,0,0,0,0,0,0,0,62208,8,99.8211383892226,0.0128370805541696,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004114697184,32,32,0,0,0,0,0,0,7776,248832,1,32,-1,-1,7776,0,5043669.25,8159061.72755105,17229149,27443,14431121,2668342.08283945,17997310,11707150,2
72843938,7269,1,232608,32,32,32,32,0,32,32,32,0,10021.1773283808,322763.567525642,15145434,0,72585468,9986.99339570721,322772.614637538,15145434,0,0,0,0,0,0,0,0,0,0,58152,8,99.7886742476773,0.0137279782979333,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004401650619,32,32,0,0,0,0,0,0,7269,232608,1,32,-1,-1,7269,0,4135782.5,4906536.44034136,11446568,924287,13591284.25,1617620.31338885,15145434,11695806,2
102278944,10897,1,348704,32,32,32,32,0,32,32,32,0,9385.97265302374,351286.997664043,23840500,0,102278944,9386.8340675477,351303.107262194,23840500,0,0,0,0,0,0,0,0,0,0,87176,8,106.541968208041,0.00977718346407644,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0029363185906,32,32,0,0,0,0,0,0,10897,348704,1,32,-1,-1,10897,0,4531831.8,6855778.70752613,16791401,1150659,15785734.2,4713184.40903209,23840500,12209478,2
78568943,10642,1,340544,32,32,32,32,0,32,32,32,0,7382.91138883668,342610.414627462,28691729,0,78568942,7383.60511230148,342626.506888093,28691729,0,0,0,0,0,0,0,0,0,0,85136,8,135.447921197056,0.0127276753614975,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0030066710514,32,32,0,0,0,0,0,0,10642,340544,1,32,-1,-1,10642,0,10188464.5,12263198.0497332,18859855,1517074,19141628.3333333,8399183.94784281,28691729,12902688,2
95584813,11450,1,366400,32,32,32,32,0,32,32,32,0,8348.01860262011,292399.553550214,15100054,0,95584813,8348.74775089529,292412.313631529,15100054,0,0,0,0,0,0,0,0,0,0,91600,8,119.788904122248,0.0104619130237771,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0027945157628,32,32,0,0,0,0,0,0,11450,366400,1,32,-1,-1,11450,0,4826084.4,9483704.26350283,21772429,3,13878672,1015287.97422776,15100054,12638990,2
107452737,12065,1,386080,32,32,32,32,0,32,32,32,0,8906.15308744302,353654.235883067,26004950,0,107452677,8906.8863561008,353668.885042641,26004950,0,0,0,0,0,0,0,0,0,0,96520,8,112.281923540021,0.00930641720182521,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0026520802254,32,32,0,0,0,0,0,0,12065,386080,1,32,-1,-1,12065,0,4866479.6,9705882.88479303,22204362,101853,16622917,5430178.4720602,26004950,12267923,2
78578987,16683,1,533856,32,32,32,32,0,32,32,32,0,4710.12329916683,261212.821652535,27370209,0,78578987,4710.40564680494,261220.648640505,27370209,0,0,0,0,0,0,0,0,0,0,133464,8,212.308667201322,0.0127260485045449,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0019180052745,32,32,0,0,0,0,0,0,16683,533856,1,32,-1,-1,16683,0,7924379.66666667,11206386.5452596,20855737,1048704,18265380,8009834.09417967,27370209,12304417,2
91889751,5164,1,165248,32,32,32,32,0,32,32,32,0,17794.2972501936,500343.660291196,24400832,0,91889751,17797.7437536316,500392.060768743,24400832,0,0,0,0,0,0,0,0,0,0,41312,8,56.1977798808052,0.0108826064835022,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0061955469506,32,32,0,0,0,0,0,0,5164,165248,1,32,-1,-1,5164,0,3021381.8,2119284.0621668,6571592,1316160,15349610.6,5112856.28225988,24400832,12163561,2
64939679,5617,1,179744,32,32,32,32,0,32,32,32,0,11561.2745237671,363915.223235675,15022516,0,64939679,11563.3331552706,363947.594713625,15022516,0,0,0,0,0,0,0,0,0,0,44936,8,86.4956539129182,0.0153989058061097,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0056959772161,32,32,0,0,0,0,0,0,5617,179744,1,32,-1,-1,5617,0,2491674,3220303.45877414,7248516,163721,13528339.75,1337238.7801492,15022516,11856122,2
93732080,7876,1,252032,32,32,32,32,0,32,32,32,0,11900.9751142712,407000.484906331,24146440,0,93732005,11902.4768253968,407026.30684697,24146440,0,0,0,0,0,0,0,0,0,0,63008,8,84.0267280956531,0.0106687059542475,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0040624603275,32,32,0,0,0,0,0,0,7876,252032,1,32,-1,-1,7876,0,4049180.75,2842887.25078131,8115709,1538855,15487707.4,4955058.9222776,24146440,11947271,2
94452350,6789,1,217248,32,32,32,32,0,32,32,32,0,13912.5570776256,430828.917598271,24244620,0,94452350,13914.6066588097,430860.622603745,24244620,0,0,0,0,0,0,0,0,0,0,54312,8,71.877512841131,0.0105873490707219,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0047128129602,32,32,0,0,0,0,0,0,6789,217248,1,32,-1,-1,6789,0,3804940.8,3174568.90835326,9198817,1228594,15034657.6,5199670.48886872,24244620,11749960,2
70745871,5466,1,174912,32,32,32,32,0,32,32,32,0,12942.8962678375,384560.796234618,15212075,0,70745870,12945.2644098811,384595.945174955,15212075,0,0,0,0,0,0,0,0,0,0,43728,8,77.2624595999391,0.0141351005488363,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.005853301628,32,32,0,0,0,0,0,0,5466,174912,1,32,-1,-1,5466,0,2892050.75,4613689.37654977,9800257,257149,14098126.75,1253465.68601415,15212075,12587815,2
114049946,7800,1,249600,32,32,32,32,0,32,32,32,0,14621.787948718,449866.372749518,23781618,0,114049946,14623.6627772791,449895.186334786,23781618,0,0,0,0,0,0,0,0,0,0,62400,8,68.3910889357194,0.00876808832509224,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0041020382002,32,32,0,0,0,0,0,0,7800,249600,1,32,-1,-1,7800,0,3924174.4,5462519.2985447,13392362,54213,15733459.8333333,4055963.02783728,23781618,12998426,2
79283856,10110,1,323520,32,32,32,32,0,32,32,32,0,7842.12225519287,280411.31741269,15961254,0,79283855,7842.897912751,280425.176984849,15961254,0,0,0,0,0,0,0,0,0,0,80880,8,127.516502224614,0.0126129082319104,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0031648699436,32,32,0,0,0,0,0,0,10110,323520,1,32,-1,-1,10110,0,5064389.5,8327303.80527481,17480865,30782,13904376,1526566.73959575,15961254,12338598,2
81026951,11528,1,368896,32,32,32,32,0,32,32,32,0,7028.70844899376,258613.174059578,14388211,0,81026951,7029.31820942136,258624.384216059,14388211,0,0,0,0,0,0,0,0,0,0,92224,8,142.273649171373,0.0123415726206951,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002775609333,32,32,0,0,0,0,0,0,11528,368896,1,32,-1,-1,11528,0,6257987.5,10525447.99299,22041095,624203,13775028.5,618053.662265934,14388211,12920518,2
64589232,7884,1,252288,32,32,32,32,0,32,32,32,0,8192.44444444444,363363.653396305,29230424,0,64585940,8193.06609158951,363386.698691648,29230424,0,0,0,0,0,0,0,0,0,0,63072,8,122.063690120979,0.0154824568900277,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0040583386176,32,32,0,0,0,0,0,0,7884,252288,1,32,-1,-1,7884,0,11069414.5,15386419.4057696,21949256,189573,21225201.5,11321094.2293143,29230424,13219979,2
81352945,12368,1,395776,32,32,32,32,0,32,32,32,0,6577.69607050453,243162.509530349,13739563,0,81352944,6578.22786447805,243172.334037463,13739563,0,0,0,0,0,0,0,0,0,0,98944,8,152.02891548671,0.0122921180050704,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0025871129436,32,32,0,0,0,0,0,0,12368,395776,1,32,-1,-1,12368,0,6313409.75,10267609.6078298,21675718,362930,13392962,334685.849641123,13739563,12964120,2
85558729,13202,1,422464,32,32,32,32,0,32,32,32,0,6480.73996364188,247666.552449538,14639069,0,85558728,6481.23081584729,247675.927158821,14639069,0,0,0,0,0,0,0,0,0,0,105616,8,154.303367456522,0.0116878781591064,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0024236915852,32,32,0,0,0,0,0,0,13202,422464,1,32,-1,-1,13202,0,4532782.8,5069638.3140354,13499546,1656415,12555527.4,1599279.62008956,14639069,10546798,2
100131398,6606,1,211392,32,32,32,32,0,32,32,32,0,15157.6442627914,449586.950749245,24332528,0,100131397,15159.938985617,449620.949759494,24332528,0,0,0,0,0,0,0,0,0,0,52848,8,65.9733123869898,0.00998687744277774,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0048433479643,32,32,0,0,0,0,0,0,6606,211392,1,32,-1,-1,6606,0,4395573,5746127.14195714,14626214,1386517,15611393.4,5005149.20474608,24332528,12068607,2
103715118,9142,1,292544,32,32,32,32,0,32,32,32,0,11344.9046160578,393947.001032442,24390626,0,103715118,11346.1457170988,393968.533280652,24390626,0,0,0,0,0,0,0,0,0,0,73136,8,88.145298161836,0.00964179590481688,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0034999453134,32,32,0,0,0,0,0,0,9142,292544,1,32,-1,-1,9142,0,5644502.75,8614086.27751701,18562210,1117451,16227421.4,4792482.61066775,24390626,12426416,2
107591187,15161,1,485152,32,32,32,32,0,32,32,32,0,7096.57588549569,296812.288620727,24216355,0,107591187,7097.0439973615,296822.072831889,24216355,0,0,0,0,0,0,0,0,0,0,121288,8,140.913028499258,0.00929444156053414,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0021105395067,32,32,0,0,0,0,0,0,15161,485152,1,32,-1,-1,15161,0,5866367,9150135.47262667,22146175,727824,15631289.8,4909116.54558116,24216355,12027022,2
102954012,6166,1,197312,32,32,32,32,0,32,32,32,0,16697.0502757055,489194.597311926,24595927,0,102954004,16699.7573398215,489234.231101588,24595927,0,0,0,0,0,0,0,0,0,0,49328,8,59.890818047965,0.00971307461043869,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0051889087076,32,32,0,0,0,0,0,0,6166,197312,1,32,-1,-1,6166,0,2099504.16666667,1285539.55764098,3470638,97111,15032015.8333333,4775681.06657944,24595927,12134388,2
