'Flow Duration','Tot Fwd Pkts','Tot Bwd Pkts','TotLen Fwd Pkts','TotLen Bwd Pkts','Fwd Pkt Len Max','Fwd Pkt Len Min','Fwd Pkt Len Mean','Fwd Pkt Len Std','Bwd Pkt Len Max','Bwd Pkt Len Min','Bwd Pkt Len Mean','Bwd Pkt Len Std','Flow IAT Mean','Flow IAT Std','Flow IAT Max','Flow IAT Min','Fwd IAT Tot','Fwd IAT Mean','Fwd IAT Std','Fwd IAT Max','Fwd IAT Min','Bwd IAT Tot','Bwd IAT Mean','Bwd IAT Std','Bwd IAT Max','Bwd IAT Min','Fwd PSH Flags','Bwd PSH Flags','Fwd URG Flags','Bwd URG Flags','Fwd Header Len','Bwd Header Len','Fwd Pkts/s','Bwd Pkts/s','Pkt Len Min','Pkt Len Max','Pkt Len Mean','Pkt Len Std','Pkt Len Var','FIN Flag Cnt','SYN Flag Cnt','RST Flag Cnt','PSH Flag Cnt','ACK Flag Cnt','URG Flag Cnt','CWE Flag Count','ECE Flag Cnt','Down/Up Ratio','Pkt Size Avg','Fwd Seg Size Avg','Bwd Seg Size Avg','Fwd Byts/b Avg','Fwd Pkts/b Avg','Fwd Blk Rate Avg','Bwd Byts/b Avg','Bwd Pkts/b Avg','Bwd Blk Rate Avg','Subflow Fwd Pkts','Subflow Fwd Byts','Subflow Bwd Pkts','Subflow Bwd Byts','Init Fwd Win Byts','Init Bwd Win Byts','Fwd Act Data Pkts','Fwd Seg Size Min','Active Mean','Active Std','Active Max','Active Min','Idle Mean','Idle Std','Idle Max','Idle Min',Tipo
160,0,2,0,0,0,0,0,0,0,0,0,0,160,0,160,160,0,0,0,0,0,160,160,0,160,160,0,0,0,0,0,64,0,12500,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
114,0,2,0,0,0,0,0,0,0,0,0,0,114,0,114,114,0,0,0,0,0,114,114,0,114,114,0,0,0,0,0,64,0,17543.859649,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
7081,0,2,0,0,0,0,0,0,0,0,0,0,7081,0,7081,7081,0,0,0,0,0,7081,7081,0,7081,7081,0,0,0,0,0,64,0,282.445982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3357,0,2,0,0,0,0,0,0,0,0,0,0,3357,0,3357,3357,0,0,0,0,0,3357,3357,0,3357,3357,0,0,0,0,0,64,0,595.770033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2844,0,2,0,0,0,0,0,0,0,0,0,0,2844,0,2844,2844,0,0,0,0,0,2844,2844,0,2844,2844,0,0,0,0,0,64,0,703.23488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4308,0,2,0,0,0,0,0,0,0,0,0,0,4308,0,4308,4308,0,0,0,0,0,4308,4308,0,4308,4308,0,0,0,0,0,64,0,464.252553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4761,0,2,0,0,0,0,0,0,0,0,0,0,4761,0,4761,4761,0,0,0,0,0,4761,4761,0,4761,4761,0,0,0,0,0,64,0,420.079815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
7242,0,2,0,0,0,0,0,0,0,0,0,0,7242,0,7242,7242,0,0,0,0,0,7242,7242,0,7242,7242,0,0,0,0,0,64,0,276.166805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
7801,0,2,0,0,0,0,0,0,0,0,0,0,7801,0,7801,7801,0,0,0,0,0,7801,7801,0,7801,7801,0,0,0,0,0,64,0,256.377388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5498,0,2,0,0,0,0,0,0,0,0,0,0,5498,0,5498,5498,0,0,0,0,0,5498,5498,0,5498,5498,0,0,0,0,0,64,0,363.768643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4430,0,2,0,0,0,0,0,0,0,0,0,0,4430,0,4430,4430,0,0,0,0,0,4430,4430,0,4430,4430,0,0,0,0,0,64,0,451.467269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
20493,0,2,0,0,0,0,0,0,0,0,0,0,20493,0,20493,20493,0,0,0,0,0,20493,20493,0,20493,20493,0,0,0,0,0,64,0,97.5943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4403,0,2,0,0,0,0,0,0,0,0,0,0,4403,0,4403,4403,0,0,0,0,0,4403,4403,0,4403,4403,0,0,0,0,0,64,0,454.235748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2251,0,2,0,0,0,0,0,0,0,0,0,0,2251,0,2251,2251,0,0,0,0,0,2251,2251,0,2251,2251,0,0,0,0,0,64,0,888.494003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
8459,0,2,0,0,0,0,0,0,0,0,0,0,8459,0,8459,8459,0,0,0,0,0,8459,8459,0,8459,8459,0,0,0,0,0,64,0,236.434567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6009,0,2,0,0,0,0,0,0,0,0,0,0,6009,0,6009,6009,0,0,0,0,0,6009,6009,0,6009,6009,0,0,0,0,0,64,0,332.834082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4662,0,2,0,0,0,0,0,0,0,0,0,0,4662,0,4662,4662,0,0,0,0,0,4662,4662,0,4662,4662,0,0,0,0,0,64,0,429.000429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
7162,0,2,0,0,0,0,0,0,0,0,0,0,7162,0,7162,7162,0,0,0,0,0,7162,7162,0,7162,7162,0,0,0,0,0,64,0,279.251606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4131,0,2,0,0,0,0,0,0,0,0,0,0,4131,0,4131,4131,0,0,0,0,0,4131,4131,0,4131,4131,0,0,0,0,0,64,0,484.144275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
12915,0,2,0,0,0,0,0,0,0,0,0,0,12915,0,12915,12915,0,0,0,0,0,12915,12915,0,12915,12915,0,0,0,0,0,64,0,154.858691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5159,0,2,0,0,0,0,0,0,0,0,0,0,5159,0,5159,5159,0,0,0,0,0,5159,5159,0,5159,5159,0,0,0,0,0,64,0,387.672029,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5342,0,2,0,0,0,0,0,0,0,0,0,0,5342,0,5342,5342,0,0,0,0,0,5342,5342,0,5342,5342,0,0,0,0,0,64,0,374.391614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
11475,0,2,0,0,0,0,0,0,0,0,0,0,11475,0,11475,11475,0,0,0,0,0,11475,11475,0,11475,11475,0,0,0,0,0,64,0,174.291939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4613,0,2,0,0,0,0,0,0,0,0,0,0,4613,0,4613,4613,0,0,0,0,0,4613,4613,0,4613,4613,0,0,0,0,0,64,0,433.557338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
18376,0,2,0,0,0,0,0,0,0,0,0,0,18376,0,18376,18376,0,0,0,0,0,18376,18376,0,18376,18376,0,0,0,0,0,64,0,108.837614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2804,0,2,0,0,0,0,0,0,0,0,0,0,2804,0,2804,2804,0,0,0,0,0,2804,2804,0,2804,2804,0,0,0,0,0,64,0,713.266762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6582,0,2,0,0,0,0,0,0,0,0,0,0,6582,0,6582,6582,0,0,0,0,0,6582,6582,0,6582,6582,0,0,0,0,0,64,0,303.859009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3399,0,2,0,0,0,0,0,0,0,0,0,0,3399,0,3399,3399,0,0,0,0,0,3399,3399,0,3399,3399,0,0,0,0,0,64,0,588.408355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4224,0,2,0,0,0,0,0,0,0,0,0,0,4224,0,4224,4224,0,0,0,0,0,4224,4224,0,4224,4224,0,0,0,0,0,64,0,473.484848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3476,0,2,0,0,0,0,0,0,0,0,0,0,3476,0,3476,3476,0,0,0,0,0,3476,3476,0,3476,3476,0,0,0,0,0,64,0,575.373993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2071,0,2,0,0,0,0,0,0,0,0,0,0,2071,0,2071,2071,0,0,0,0,0,2071,2071,0,2071,2071,0,0,0,0,0,64,0,965.717045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
157,0,2,0,0,0,0,0,0,0,0,0,0,157,0,157,157,0,0,0,0,0,157,157,0,157,157,0,0,0,0,0,64,0,12738.853503,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
5181,0,2,0,0,0,0,0,0,0,0,0,0,5181,0,5181,5181,0,0,0,0,0,5181,5181,0,5181,5181,0,0,0,0,0,64,0,386.025864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
7532,0,2,0,0,0,0,0,0,0,0,0,0,7532,0,7532,7532,0,0,0,0,0,7532,7532,0,7532,7532,0,0,0,0,0,64,0,265.533723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
20750,0,2,0,0,0,0,0,0,0,0,0,0,20750,0,20750,20750,0,0,0,0,0,20750,20750,0,20750,20750,0,0,0,0,0,64,0,96.385542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5031,0,2,0,0,0,0,0,0,0,0,0,0,5031,0,5031,5031,0,0,0,0,0,5031,5031,0,5031,5031,0,0,0,0,0,64,0,397.535281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4905,0,2,0,0,0,0,0,0,0,0,0,0,4905,0,4905,4905,0,0,0,0,0,4905,4905,0,4905,4905,0,0,0,0,0,64,0,407.747197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6183,0,2,0,0,0,0,0,0,0,0,0,0,6183,0,6183,6183,0,0,0,0,0,6183,6183,0,6183,6183,0,0,0,0,0,64,0,323.467572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2153,0,2,0,0,0,0,0,0,0,0,0,0,2153,0,2153,2153,0,0,0,0,0,2153,2153,0,2153,2153,0,0,0,0,0,64,0,928.936368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5864,0,2,0,0,0,0,0,0,0,0,0,0,5864,0,5864,5864,0,0,0,0,0,5864,5864,0,5864,5864,0,0,0,0,0,64,0,341.06412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2265,0,2,0,0,0,0,0,0,0,0,0,0,2265,0,2265,2265,0,0,0,0,0,2265,2265,0,2265,2265,0,0,0,0,0,64,0,883.002208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5082,0,2,0,0,0,0,0,0,0,0,0,0,5082,0,5082,5082,0,0,0,0,0,5082,5082,0,5082,5082,0,0,0,0,0,64,0,393.545848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6015,0,2,0,0,0,0,0,0,0,0,0,0,6015,0,6015,6015,0,0,0,0,0,6015,6015,0,6015,6015,0,0,0,0,0,64,0,332.502078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
8583,0,2,0,0,0,0,0,0,0,0,0,0,8583,0,8583,8583,0,0,0,0,0,8583,8583,0,8583,8583,0,0,0,0,0,64,0,233.018758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
16810,0,2,0,0,0,0,0,0,0,0,0,0,16810,0,16810,16810,0,0,0,0,0,16810,16810,0,16810,16810,0,0,0,0,0,64,0,118.9768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2335,0,2,0,0,0,0,0,0,0,0,0,0,2335,0,2335,2335,0,0,0,0,0,2335,2335,0,2335,2335,0,0,0,0,0,64,0,856.531049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
12131,0,2,0,0,0,0,0,0,0,0,0,0,12131,0,12131,12131,0,0,0,0,0,12131,12131,0,12131,12131,0,0,0,0,0,64,0,164.86687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
1959,0,2,0,0,0,0,0,0,0,0,0,0,1959,0,1959,1959,0,0,0,0,0,1959,1959,0,1959,1959,0,0,0,0,0,64,0,1020.929045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4281,0,2,0,0,0,0,0,0,0,0,0,0,4281,0,4281,4281,0,0,0,0,0,4281,4281,0,4281,4281,0,0,0,0,0,64,0,467.180565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4267,0,2,0,0,0,0,0,0,0,0,0,0,4267,0,4267,4267,0,0,0,0,0,4267,4267,0,4267,4267,0,0,0,0,0,64,0,468.713382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
14769,0,2,0,0,0,0,0,0,0,0,0,0,14769,0,14769,14769,0,0,0,0,0,14769,14769,0,14769,14769,0,0,0,0,0,64,0,135.418783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3924,0,2,0,0,0,0,0,0,0,0,0,0,3924,0,3924,3924,0,0,0,0,0,3924,3924,0,3924,3924,0,0,0,0,0,64,0,509.683996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
158,0,2,0,0,0,0,0,0,0,0,0,0,158,0,158,158,0,0,0,0,0,158,158,0,158,158,0,0,0,0,0,64,0,12658.227848,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
7157,0,2,0,0,0,0,0,0,0,0,0,0,7157,0,7157,7157,0,0,0,0,0,7157,7157,0,7157,7157,0,0,0,0,0,64,0,279.446696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
1622,0,2,0,0,0,0,0,0,0,0,0,0,1622,0,1622,1622,0,0,0,0,0,1622,1622,0,1622,1622,0,0,0,0,0,64,0,1233.045623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4340,0,2,0,0,0,0,0,0,0,0,0,0,4340,0,4340,4340,0,0,0,0,0,4340,4340,0,4340,4340,0,0,0,0,0,64,0,460.829493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
61,0,2,0,0,0,0,0,0,0,0,0,0,61,0,61,61,0,0,0,0,0,61,61,0,61,61,0,0,0,0,0,64,0,32786.885246,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
4134,0,2,0,0,0,0,0,0,0,0,0,0,4134,0,4134,4134,0,0,0,0,0,4134,4134,0,4134,4134,0,0,0,0,0,64,0,483.792937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
11428,0,2,0,0,0,0,0,0,0,0,0,0,11428,0,11428,11428,0,0,0,0,0,11428,11428,0,11428,11428,0,0,0,0,0,64,0,175.00875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4400,0,2,0,0,0,0,0,0,0,0,0,0,4400,0,4400,4400,0,0,0,0,0,4400,4400,0,4400,4400,0,0,0,0,0,64,0,454.545455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
9755,0,2,0,0,0,0,0,0,0,0,0,0,9755,0,9755,9755,0,0,0,0,0,9755,9755,0,9755,9755,0,0,0,0,0,64,0,205.023065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4234,0,2,0,0,0,0,0,0,0,0,0,0,4234,0,4234,4234,0,0,0,0,0,4234,4234,0,4234,4234,0,0,0,0,0,64,0,472.366556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
1976,0,2,0,0,0,0,0,0,0,0,0,0,1976,0,1976,1976,0,0,0,0,0,1976,1976,0,1976,1976,0,0,0,0,0,64,0,1012.145749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
157,0,2,0,0,0,0,0,0,0,0,0,0,157,0,157,157,0,0,0,0,0,157,157,0,157,157,0,0,0,0,0,64,0,12738.853503,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
