'Flow Duration','Tot Fwd Pkts','Tot Bwd Pkts','TotLen Fwd Pkts','TotLen Bwd Pkts','Fwd Pkt Len Max','Fwd Pkt Len Min','Fwd Pkt Len Mean','Fwd Pkt Len Std','Bwd Pkt Len Max','Bwd Pkt Len Min','Bwd Pkt Len Mean','Bwd Pkt Len Std','Flow IAT Mean','Flow IAT Std','Flow IAT Max','Flow IAT Min','Fwd IAT Tot','Fwd IAT Mean','Fwd IAT Std','Fwd IAT Max','Fwd IAT Min','Bwd IAT Tot','Bwd IAT Mean','Bwd IAT Std','Bwd IAT Max','Bwd IAT Min','Fwd PSH Flags','Bwd PSH Flags','Fwd URG Flags','Bwd URG Flags','Fwd Header Len','Bwd Header Len','Fwd Pkts/s','Bwd Pkts/s','Pkt Len Min','Pkt Len Max','Pkt Len Mean','Pkt Len Std','Pkt Len Var','FIN Flag Cnt','SYN Flag Cnt','RST Flag Cnt','PSH Flag Cnt','ACK Flag Cnt','URG Flag Cnt','CWE Flag Count','ECE Flag Cnt','Down/Up Ratio','Pkt Size Avg','Fwd Seg Size Avg','Bwd Seg Size Avg','Fwd Byts/b Avg','Fwd Pkts/b Avg','Fwd Blk Rate Avg','Bwd Byts/b Avg','Bwd Pkts/b Avg','Bwd Blk Rate Avg','Subflow Fwd Pkts','Subflow Fwd Byts','Subflow Bwd Pkts','Subflow Bwd Byts','Init Fwd Win Byts','Init Bwd Win Byts','Fwd Act Data Pkts','Fwd Seg Size Min','Active Mean','Active Std','Active Max','Active Min','Idle Mean','Idle Std','Idle Max','Idle Min',Comportamento
107426186,14506,1,464192,32,32,32,32,0,32,32,32,0,7405.638081,341085.818646,27130040,0,107426186,7406.148638,341097.571236,27130040,0,0,0,0,0,0,0,0,0,0,116048,8,135.032254,0.009309,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002206,32,32,0,0,0,0,0,0,14506,464192,1,32,-1,-1,14506,0,7508115.5,9789005.972589,22182355,2162054,19348431,7646437.181757,27130040,11682408,1
107580903,8616,1,275712,32,32,32,32,0,32,32,32,0,12486.177228,408004.664814,26013781,0,107580903,12487.626582,408028.324594,26013781,0,0,0,0,0,0,0,0,0,0,68928,8,80.088564,0.009295,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003714,32,32,0,0,0,0,0,0,8616,275712,1,32,-1,-1,8616,0,5488167,9450795.798199,22390975,1016439,16028013.2,5837799.305167,26013781,11653940,1
82620096,13685,1,437920,32,32,32,32,0,32,32,32,0,6037.274096,232655.491057,15693341,0,82620096,6037.715288,232663.986802,15693341,0,0,0,0,0,0,0,0,0,0,109480,8,165.637668,0.012104,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002338,32,32,0,0,0,0,0,0,13685,437920,1,32,-1,-1,13685,0,6196202.25,10170088.270293,21403580,353930,13399694.5,1637060.995301,15693341,11909558,1
107383509,10380,1,332160,32,32,32,32,0,32,32,32,0,10345.232081,361307.666572,24066408,0,107383508,10346.228731,361325.059268,24066408,0,0,0,0,0,0,0,0,0,0,83040,8,96.662887,0.009312,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003083,32,32,0,0,0,0,0,0,10380,332160,1,32,-1,-1,10380,0,5661465.4,9041374.943798,21769826,644725,15815236.4,4719401.014823,24066408,12453146,1
65048527,11433,1,365856,32,32,32,32,0,32,32,32,0,5689.541415,226294.936081,15216100,0,65048526,5690.039013,226304.82791,15216100,0,0,0,0,0,0,0,0,0,0,91464,8,175.76109,0.015373,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002799,32,32,0,0,0,0,0,0,11433,365856,1,32,-1,-1,11433,0,7890299.333333,12617351.700623,22442284,2,13792543,1679054.070757,15216100,11940880,1
109363434,9,1,0,0,0,0,0,0,0,0,0,0,12151492.666667,19001201.35249,51303562,741644,70327225,8790903.125,17218050.137817,51303562,741644,0,0,0,0,0,0,0,0,0,0,0,0.082294,0.009144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,8478657,0,8478657,8478657,45169885.5,8674328.493509,51303562,39036209,1
92467277,5829,1,186528,32,32,32,32,0,32,32,32,0,15863.317379,470178.538542,24546593,0,92467277,15866.039293,470218.835703,24546593,0,0,0,0,0,0,0,0,0,0,46632,8,63.038517,0.010815,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.005489,32,32,0,0,0,0,0,0,5829,186528,1,32,-1,-1,5829,0,3186832.6,1985367.727158,6451360,1512264,15306622.8,5218810.693423,24546593,11938001,1
96091392,7455,1,238560,32,32,32,32,0,32,32,32,0,12889.522736,428901.795305,23904812,0,96091392,12891.251945,428930.54212,23904812,0,0,0,0,0,0,0,0,0,0,59640,8,77.582392,0.010407,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004292,32,32,0,0,0,0,0,0,7455,238560,1,32,-1,-1,7455,0,4110178,4614152.069129,10847565,743080,15930136,4696342.528272,23904812,12124000,1
112582687,10143,1,324576,32,32,32,32,0,32,32,32,0,11099.545204,469861.600256,38530813,0,112582687,11100.639617,469884.75319,38530813,0,0,0,0,0,0,0,0,0,0,81144,8,90.093781,0.008882,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003155,32,32,0,0,0,0,0,0,10143,324576,1,32,-1,-1,10143,0,3938056.6,4898474.56339,12651777,1145228,18553821.8,11238552.676773,38530813,12167178,1
116036337,7724,1,247168,32,32,32,32,0,32,32,32,0,15022.829751,457322.994961,24401193,0,116036337,15024.774958,457352.573741,24401193,0,0,0,0,0,0,0,0,0,0,61792,8,66.565355,0.008618,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004142,32,32,0,0,0,0,0,0,7724,247168,1,32,-1,-1,7724,0,4173263.4,6645674.434291,15893424,98004,15853722.333333,4440846.320821,24401193,12307515,1
119641498,11858,1,379456,32,32,32,32,0,32,32,32,0,10089.517457,440943.414658,39369509,0,119641497,10090.368306,440962.000323,39369509,0,0,0,0,0,0,0,0,0,0,94864,8,99.112768,0.008358,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002698,32,32,0,0,0,0,0,0,11858,379456,1,32,-1,-1,11858,0,5151523.8,7460161.743709,18458820,1149581,18773928.6,11522344.174823,39369509,13065092,1
107609371,10498,1,335936,32,32,32,32,0,32,32,32,0,10250.463993,478718.604223,42590254,0,107609371,10251.440507,478741.398035,42590254,0,0,0,0,0,0,0,0,0,0,83984,8,97.556559,0.009293,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003048,32,32,0,0,0,0,0,0,10498,335936,1,32,-1,-1,10498,0,7782595,12429030.23043,22121830,92836,21064553.5,14396216.095187,42590254,12317702,1
66329417,9890,1,316480,32,32,32,32,0,32,32,32,0,6706.715571,242574.991251,14197080,0,66329417,6707.393771,242587.247695,14197080,0,0,0,0,0,0,0,0,0,0,79120,8,149.104281,0.015076,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003235,32,32,0,0,0,0,0,0,9890,316480,1,32,-1,-1,9890,0,7549836.666667,12315757.658417,21769820,291716,13772163.666667,394273.967947,14197080,13418155,1
82803960,12048,1,385536,32,32,32,32,0,32,32,32,0,6872.838645,258925.259714,14787974,0,82803960,6873.409148,258935.999272,14787974,0,0,0,0,0,0,0,0,0,0,96384,8,145.500288,0.012077,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002656,32,32,0,0,0,0,0,0,12048,385536,1,32,-1,-1,12048,0,7781569.666667,12262447.840292,21936643,398990,14062115.75,737481.167973,14787974,13409919,1
82853867,8062,1,257984,32,32,32,32,0,32,32,32,0,10277.085959,303304.521776,14673293,0,82853867,10278.360873,303323.315006,14673293,0,0,0,0,0,0,0,0,0,0,64496,8,97.303847,0.012069,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003969,32,32,0,0,0,0,0,0,8062,257984,1,32,-1,-1,8062,0,6868722.75,9803144.702421,21529158,937175,13386299.25,1162865.395645,14673293,11922528,1
83298090,12458,1,398656,32,32,32,32,0,32,32,32,0,6686.313212,306580.473684,28492478,0,83298089,6686.849884,306592.774123,28492478,0,0,0,0,0,0,0,0,0,0,99664,8,149.559252,0.012005,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002568,32,32,0,0,0,0,0,0,12458,398656,1,32,-1,-1,12458,0,8451722,11911213.524893,22187758,977079,18190918.666667,8951687.945129,28492478,12304528,1
90503792,6809,1,217888,32,32,32,32,0,32,32,32,0,13291.789103,439895.629906,24216339,0,89957032,13213.430082,439880.414091,24216339,0,0,0,0,0,0,0,0,0,0,54472,8,75.234417,0.011049,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004699,32,32,0,0,0,0,0,0,6809,217888,1,32,-1,-1,6809,0,2537112.4,1471961.017888,5000478,1299214,15561965.4,5031372.117356,24216339,12028638,1
100863553,10039,1,321248,32,32,32,32,0,32,32,32,0,10047.171332,376699.385643,24190484,0,100863553,10048.172245,376718.137363,24190484,0,0,0,0,0,0,0,0,0,0,80312,8,99.530501,0.009914,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003187,32,32,0,0,0,0,0,0,10039,321248,1,32,-1,-1,10039,0,3870573.6,6212640.830858,14735708,23982,16290876.6,4713254.016252,24190484,12634554,1
66752403,3422,1,109504,32,32,32,32,0,32,32,32,0,19506.838983,466959.16051,14774216,0,66752394,19512.538439,467027.305361,14774216,0,0,0,0,0,0,0,0,0,0,27376,8,51.264072,0.014981,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.009349,32,32,0,0,0,0,0,0,3422,109504,1,32,-1,-1,3422,0,2632666.5,2253282.907522,5883030,721108,13553888.25,984207.692356,14774216,12714614,1
79650160,10233,1,327456,32,32,32,32,0,32,32,32,0,7783.656797,270484.810909,16081490,0,79649339,7784.337275,270498.020711,16081490,0,0,0,0,0,0,0,0,0,0,81864,8,128.474318,0.012555,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003127,32,32,0,0,0,0,0,0,10233,327456,1,32,-1,-1,10233,0,6136632.25,10629623.365928,22051002,306642,13467793.75,1793194.273126,16081490,12045264,1
107705094,9948,1,318336,32,32,32,32,0,32,32,32,0,10826.808806,379303.263093,26167936,0,107705093,10827.897155,379322.315211,26167936,0,0,0,0,0,0,0,0,0,0,79584,8,92.363319,0.009285,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003216,32,32,0,0,0,0,0,0,9948,318336,1,32,-1,-1,9948,0,5502094.8,9444051.144219,22395368,1139474,16034401.2,5727731.787556,26167936,12120651,1
77899332,7776,1,248832,32,32,32,32,0,32,32,32,0,10017.91821,333187.371941,17997310,0,77899276,10019.199486,333208.781691,17997310,0,0,0,0,0,0,0,0,0,0,62208,8,99.821138,0.012837,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004115,32,32,0,0,0,0,0,0,7776,248832,1,32,-1,-1,7776,0,5043669.25,8159061.727551,17229149,27443,14431121,2668342.082839,17997310,11707150,1
72843938,7269,1,232608,32,32,32,32,0,32,32,32,0,10021.177328,322763.567526,15145434,0,72585468,9986.993396,322772.614638,15145434,0,0,0,0,0,0,0,0,0,0,58152,8,99.788674,0.013728,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004402,32,32,0,0,0,0,0,0,7269,232608,1,32,-1,-1,7269,0,4135782.5,4906536.440341,11446568,924287,13591284.25,1617620.313389,15145434,11695806,1
102278944,10897,1,348704,32,32,32,32,0,32,32,32,0,9385.972653,351286.997664,23840500,0,102278944,9386.834068,351303.107262,23840500,0,0,0,0,0,0,0,0,0,0,87176,8,106.541968,0.009777,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002936,32,32,0,0,0,0,0,0,10897,348704,1,32,-1,-1,10897,0,4531831.8,6855778.707526,16791401,1150659,15785734.2,4713184.409032,23840500,12209478,1
78568943,10642,1,340544,32,32,32,32,0,32,32,32,0,7382.911389,342610.414627,28691729,0,78568942,7383.605112,342626.506888,28691729,0,0,0,0,0,0,0,0,0,0,85136,8,135.447921,0.012728,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003007,32,32,0,0,0,0,0,0,10642,340544,1,32,-1,-1,10642,0,10188464.5,12263198.049733,18859855,1517074,19141628.333333,8399183.947843,28691729,12902688,1
95584813,11450,1,366400,32,32,32,32,0,32,32,32,0,8348.018603,292399.55355,15100054,0,95584813,8348.747751,292412.313632,15100054,0,0,0,0,0,0,0,0,0,0,91600,8,119.788904,0.010462,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002795,32,32,0,0,0,0,0,0,11450,366400,1,32,-1,-1,11450,0,4826084.4,9483704.263503,21772429,3,13878672,1015287.974228,15100054,12638990,1
107452737,12065,1,386080,32,32,32,32,0,32,32,32,0,8906.153087,353654.235883,26004950,0,107452677,8906.886356,353668.885043,26004950,0,0,0,0,0,0,0,0,0,0,96520,8,112.281924,0.009306,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002652,32,32,0,0,0,0,0,0,12065,386080,1,32,-1,-1,12065,0,4866479.6,9705882.884793,22204362,101853,16622917,5430178.47206,26004950,12267923,1
78578987,16683,1,533856,32,32,32,32,0,32,32,32,0,4710.123299,261212.821653,27370209,0,78578987,4710.405647,261220.648641,27370209,0,0,0,0,0,0,0,0,0,0,133464,8,212.308667,0.012726,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.001918,32,32,0,0,0,0,0,0,16683,533856,1,32,-1,-1,16683,0,7924379.666667,11206386.54526,20855737,1048704,18265380,8009834.09418,27370209,12304417,1
91889751,5164,1,165248,32,32,32,32,0,32,32,32,0,17794.29725,500343.660291,24400832,0,91889751,17797.743754,500392.060769,24400832,0,0,0,0,0,0,0,0,0,0,41312,8,56.19778,0.010883,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.006196,32,32,0,0,0,0,0,0,5164,165248,1,32,-1,-1,5164,0,3021381.8,2119284.062167,6571592,1316160,15349610.6,5112856.28226,24400832,12163561,1
64939679,5617,1,179744,32,32,32,32,0,32,32,32,0,11561.274524,363915.223236,15022516,0,64939679,11563.333155,363947.594714,15022516,0,0,0,0,0,0,0,0,0,0,44936,8,86.495654,0.015399,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.005696,32,32,0,0,0,0,0,0,5617,179744,1,32,-1,-1,5617,0,2491674,3220303.458774,7248516,163721,13528339.75,1337238.780149,15022516,11856122,1
93732080,7876,1,252032,32,32,32,32,0,32,32,32,0,11900.975114,407000.484906,24146440,0,93732005,11902.476825,407026.306847,24146440,0,0,0,0,0,0,0,0,0,0,63008,8,84.026728,0.010669,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004062,32,32,0,0,0,0,0,0,7876,252032,1,32,-1,-1,7876,0,4049180.75,2842887.250781,8115709,1538855,15487707.4,4955058.922278,24146440,11947271,1
94452350,6789,1,217248,32,32,32,32,0,32,32,32,0,13912.557078,430828.917598,24244620,0,94452350,13914.606659,430860.622604,24244620,0,0,0,0,0,0,0,0,0,0,54312,8,71.877513,0.010587,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004713,32,32,0,0,0,0,0,0,6789,217248,1,32,-1,-1,6789,0,3804940.8,3174568.908353,9198817,1228594,15034657.6,5199670.488869,24244620,11749960,1
70745871,5466,1,174912,32,32,32,32,0,32,32,32,0,12942.896268,384560.796235,15212075,0,70745870,12945.26441,384595.945175,15212075,0,0,0,0,0,0,0,0,0,0,43728,8,77.26246,0.014135,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.005853,32,32,0,0,0,0,0,0,5466,174912,1,32,-1,-1,5466,0,2892050.75,4613689.37655,9800257,257149,14098126.75,1253465.686014,15212075,12587815,1
114049946,7800,1,249600,32,32,32,32,0,32,32,32,0,14621.787949,449866.37275,23781618,0,114049946,14623.662777,449895.186335,23781618,0,0,0,0,0,0,0,0,0,0,62400,8,68.391089,0.008768,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004102,32,32,0,0,0,0,0,0,7800,249600,1,32,-1,-1,7800,0,3924174.4,5462519.298545,13392362,54213,15733459.833333,4055963.027837,23781618,12998426,1
79283856,10110,1,323520,32,32,32,32,0,32,32,32,0,7842.122255,280411.317413,15961254,0,79283855,7842.897913,280425.176985,15961254,0,0,0,0,0,0,0,0,0,0,80880,8,127.516502,0.012613,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.003165,32,32,0,0,0,0,0,0,10110,323520,1,32,-1,-1,10110,0,5064389.5,8327303.805275,17480865,30782,13904376,1526566.739596,15961254,12338598,1
81026951,11528,1,368896,32,32,32,32,0,32,32,32,0,7028.708449,258613.17406,14388211,0,81026951,7029.318209,258624.384216,14388211,0,0,0,0,0,0,0,0,0,0,92224,8,142.273649,0.012342,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002776,32,32,0,0,0,0,0,0,11528,368896,1,32,-1,-1,11528,0,6257987.5,10525447.99299,22041095,624203,13775028.5,618053.662266,14388211,12920518,1
64589232,7884,1,252288,32,32,32,32,0,32,32,32,0,8192.444444,363363.653396,29230424,0,64585940,8193.066092,363386.698692,29230424,0,0,0,0,0,0,0,0,0,0,63072,8,122.06369,0.015482,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004058,32,32,0,0,0,0,0,0,7884,252288,1,32,-1,-1,7884,0,11069414.5,15386419.40577,21949256,189573,21225201.5,11321094.229314,29230424,13219979,1
81352945,12368,1,395776,32,32,32,32,0,32,32,32,0,6577.696071,243162.50953,13739563,0,81352944,6578.227864,243172.334037,13739563,0,0,0,0,0,0,0,0,0,0,98944,8,152.028915,0.012292,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002587,32,32,0,0,0,0,0,0,12368,395776,1,32,-1,-1,12368,0,6313409.75,10267609.60783,21675718,362930,13392962,334685.849641,13739563,12964120,1
85558729,13202,1,422464,32,32,32,32,0,32,32,32,0,6480.739964,247666.55245,14639069,0,85558728,6481.230816,247675.927159,14639069,0,0,0,0,0,0,0,0,0,0,105616,8,154.303367,0.011688,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002424,32,32,0,0,0,0,0,0,13202,422464,1,32,-1,-1,13202,0,4532782.8,5069638.314035,13499546,1656415,12555527.4,1599279.62009,14639069,10546798,1
100131398,6606,1,211392,32,32,32,32,0,32,32,32,0,15157.644263,449586.950749,24332528,0,100131397,15159.938986,449620.949759,24332528,0,0,0,0,0,0,0,0,0,0,52848,8,65.973312,0.009987,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004843,32,32,0,0,0,0,0,0,6606,211392,1,32,-1,-1,6606,0,4395573,5746127.141957,14626214,1386517,15611393.4,5005149.204746,24332528,12068607,1
103715118,9142,1,292544,32,32,32,32,0,32,32,32,0,11344.904616,393947.001032,24390626,0,103715118,11346.145717,393968.533281,24390626,0,0,0,0,0,0,0,0,0,0,73136,8,88.145298,0.009642,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0035,32,32,0,0,0,0,0,0,9142,292544,1,32,-1,-1,9142,0,5644502.75,8614086.277517,18562210,1117451,16227421.4,4792482.610668,24390626,12426416,1
107591187,15161,1,485152,32,32,32,32,0,32,32,32,0,7096.575885,296812.288621,24216355,0,107591187,7097.043997,296822.072832,24216355,0,0,0,0,0,0,0,0,0,0,121288,8,140.913028,0.009294,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.002111,32,32,0,0,0,0,0,0,15161,485152,1,32,-1,-1,15161,0,5866367,9150135.472627,22146175,727824,15631289.8,4909116.545581,24216355,12027022,1
102954012,6166,1,197312,32,32,32,32,0,32,32,32,0,16697.050276,489194.597312,24595927,0,102954004,16699.75734,489234.231102,24595927,0,0,0,0,0,0,0,0,0,0,49328,8,59.890818,0.009713,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.005189,32,32,0,0,0,0,0,0,6166,197312,1,32,-1,-1,6166,0,2099504.166667,1285539.557641,3470638,97111,15032015.833333,4775681.066579,24595927,12134388,1
97000519,6151,1,196832,32,32,32,32,0,32,32,32,0,15769.877906,460659.403802,23865867,0,97000519,15772.442114,460696.816452,23865867,0,0,0,0,0,0,0,0,0,0,49208,8,63.412032,0.010309,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.005202,32,32,0,0,0,0,0,0,6151,196832,1,32,-1,-1,6151,0,3912076.4,4448169.856881,11488652,926471,15486876.2,4778596.459364,23865867,12737108,1
119938747,6435,1,205920,32,32,32,32,0,32,32,32,0,18638.499922,625499.329673,39480830,0,119720512,18607.477774,625542.993492,39480830,0,0,0,0,0,0,0,0,0,0,51480,8,53.652386,0.008338,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.004972,32,32,0,0,0,0,0,0,6435,205920,1,32,-1,-1,6435,0,1805591.833333,1559273.624755,4508469,71039,18057824,10564918.34169,39480830,11934898,1
118864794,5136,1,164352,32,32,32,32,0,32,32,32,0,23143.456776,597805.566088,26027913,0,118815194,23138.304576,597863.669465,26027913,0,0,0,0,0,0,0,0,0,0,41088,8,43.208757,0.008413,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.006229,32,32,0,0,0,0,0,0,5136,164352,1,32,-1,-1,5136,0,1414798.714286,1151776.72021,3365295,88566,15565886.142857,4797468.938707,26027913,12154275,1
118523177,3936,1,125952,32,32,32,32,0,32,32,32,0,30112.595783,754474.26053,29632503,0,118523177,30120.248285,754569.993157,29632503,0,0,0,0,0,0,0,0,0,0,31488,8,33.208695,0.008437,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.008128,32,32,0,0,0,0,0,0,3936,125952,1,32,-1,-1,3936,0,1292177.833333,1205159.665207,2889478,111817,18216114.333333,7014389.313464,29632503,12528679,1
