'Flow Duration','Tot Fwd Pkts','Tot Bwd Pkts','TotLen Fwd Pkts','TotLen Bwd Pkts','Fwd Pkt Len Max','Fwd Pkt Len Min','Fwd Pkt Len Mean','Fwd Pkt Len Std','Bwd Pkt Len Max','Bwd Pkt Len Min','Bwd Pkt Len Mean','Bwd Pkt Len Std','Flow IAT Mean','Flow IAT Std','Flow IAT Max','Flow IAT Min','Fwd IAT Tot','Fwd IAT Mean','Fwd IAT Std','Fwd IAT Max','Fwd IAT Min','Bwd IAT Tot','Bwd IAT Mean','Bwd IAT Std','Bwd IAT Max','Bwd IAT Min','Fwd PSH Flags','Bwd PSH Flags','Fwd URG Flags','Bwd URG Flags','Fwd Header Len','Bwd Header Len','Fwd Pkts/s','Bwd Pkts/s','Pkt Len Min','Pkt Len Max','Pkt Len Mean','Pkt Len Std','Pkt Len Var','FIN Flag Cnt','SYN Flag Cnt','RST Flag Cnt','PSH Flag Cnt','ACK Flag Cnt','URG Flag Cnt','CWE Flag Count','ECE Flag Cnt','Down/Up Ratio','Pkt Size Avg','Fwd Seg Size Avg','Bwd Seg Size Avg','Fwd Byts/b Avg','Fwd Pkts/b Avg','Fwd Blk Rate Avg','Bwd Byts/b Avg','Bwd Pkts/b Avg','Bwd Blk Rate Avg','Subflow Fwd Pkts','Subflow Fwd Byts','Subflow Bwd Pkts','Subflow Bwd Byts','Init Fwd Win Byts','Init Bwd Win Byts','Fwd Act Data Pkts','Fwd Seg Size Min','Active Mean','Active Std','Active Max','Active Min','Idle Mean','Idle Std','Idle Max','Idle Min',Comportamento
67581787,10,1,0,0,0,0,0,0,0,0,0,0,6758178.7,10186196.02047,32229375,1008491,66571611,7396845.666667,10589598.138143,32229375,1008491,0,0,0,0,0,0,0,0,0,424,44,0.147969,0.014797,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11122304,0,11122304,11122304,18819827.666667,12296865.996691,32229375,8071424,1
67507798,10,1,0,0,0,0,0,0,0,0,0,0,6750779.8,10168664.5995,32164673,1007694,66499781,7388864.555556,10571021.495458,32164673,1007694,0,0,0,0,0,0,0,0,0,424,44,0.148131,0.014813,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11103884,0,11103884,11103884,18801304.666667,12255829.340534,32164673,8085932,1
67487511,10,1,0,0,0,0,0,0,0,0,0,0,6748751.1,10164517.269787,32150717,1007750,66479256,7386584,10566704.365607,32150717,1007750,0,0,0,0,0,0,0,0,0,424,44,0.148176,0.014818,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11104597,0,11104597,11104597,18794304.666667,12250338.957895,32150717,8081809,1
67421875,10,1,0,0,0,0,0,0,0,0,0,0,6742187.5,10155275.297585,32137883,1008105,66409808,7378867.555556,10557485.572716,32137883,1008105,0,0,0,0,0,0,0,0,0,424,44,0.14832,0.014832,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11105681,0,11105681,11105681,18772064.666667,12249439.765555,32137883,8081045,1
67376643,10,1,0,0,0,0,0,0,0,0,0,0,6737664.3,10157028.840572,32155389,1007775,66367271,7374141.222222,10559520.912942,32155389,1007775,0,0,0,0,0,0,0,0,0,424,44,0.148419,0.014842,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11099627,0,11099627,11099627,18759005.333333,12274477.273888,32155389,8052638,1
67676122,10,1,0,0,0,0,0,0,0,0,0,0,6767612.2,10208570.299298,32306982,1009933,66666189,7407354.333333,10613080.774784,32306982,1011426,0,0,0,0,0,0,0,0,0,424,44,0.147763,0.014776,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11119738,0,11119738,11119738,18852128,12332694.906554,32306982,8084832,1
67630569,10,1,0,0,0,0,0,0,0,0,0,0,6763056.9,10198312.751372,32274790,1009620,66620949,7402327.666667,10602300.496784,32274790,1010275,0,0,0,0,0,0,0,0,0,424,44,0.147862,0.014786,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11118979,0,11118979,11118979,18837196.666667,12316194.112686,32274790,8085789,1
67555503,10,1,0,0,0,0,0,0,0,0,0,0,6755550.3,10180727.643623,32209032,1008544,66546656,7394072.888889,10583778.50472,32209032,1008544,0,0,0,0,0,0,0,0,0,424,44,0.148026,0.014803,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11114564,0,11114564,11114564,18813646.333333,12284969.552126,32209032,8073280,1
4020020,4,1,0,0,0,0,0,0,0,0,0,0,1005005,4053.562631,1011027,1002489,3016242,1005414,4862.444755,1011027,1002489,0,0,0,0,0,0,0,0,0,176,44,0.99502,0.248755,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,1
67625839,10,1,0,0,0,0,0,0,0,0,0,0,6762583.9,10216652.997546,32326395,1005349,66617233,7401914.777778,10622105.65775,32326395,1005349,0,0,0,0,0,0,0,0,0,424,44,0.147872,0.014787,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11070541,0,11070541,11070541,18851766,12354756.391429,32326395,8056646,1
67685508,10,1,0,0,0,0,0,0,0,0,0,0,6768550.8,10209609.130076,32310272,1009203,66676305,7408478.333333,10614079.181609,32310272,1010995,0,0,0,0,0,0,0,0,0,424,44,0.147742,0.014774,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11123272,0,11123272,11123272,18854078.666667,12334617.110592,32310272,8083591,1
35183119,9,1,0,0,0,0,0,0,0,0,0,0,3909235.444444,5139624.318015,16090531,1002693,34178172,4272271.5,5369712.046723,16090531,1002693,0,0,0,0,0,0,0,0,0,396,44,0.255804,0.028423,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,65535,0,0,11048126,0,11048126,11048126,12067496.5,5689429.951795,16090531,8044462,1
19116893,8,1,0,0,0,0,0,0,0,0,0,0,2389611.625,2519809.804915,8052083,1003489,18111173,2587310.428571,2653844.394532,8052083,1003489,0,0,0,0,0,0,0,0,0,352,44,0.418478,0.05231,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,-1,65535,0,0,11064810,0,11064810,11064810,8052083,0,8052083,8052083,1
11063953,7,1,0,0,0,0,0,0,0,0,0,0,1580564.714286,1138938.965458,4019393,1003353,10058554,1676425.666667,1216317.415003,4019393,1003353,0,0,0,0,0,0,0,0,0,308,44,0.632685,0.090384,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,1
5021537,5,1,0,0,0,0,0,0,0,0,0,0,1004307.4,2971.786803,1009283,1001476,4018233,1004558.25,3369.844346,1009283,1001476,0,0,0,0,0,0,0,0,0,220,44,0.995711,0.199142,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,1
67593136,10,1,0,0,0,0,0,0,0,0,0,0,6759313.6,10216120.253604,32330802,1001354,66585415,7398379.444444,10621708.62848,32330802,1001354,0,0,0,0,0,0,0,0,0,424,44,0.147944,0.014794,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11065150,0,11065150,11065150,18842662,12363971.107355,32330802,8046390,1
67662055,10,1,0,0,0,0,0,0,0,0,0,0,6766205.5,10214433.770652,32318877,1003977,66658078,7406453.111111,10619082.969926,32318877,1004461,0,0,0,0,0,0,0,0,0,424,44,0.147793,0.014779,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11086302,0,11086302,11086302,18858584.333333,12337546.668737,32318877,8087343,1
67368045,10,1,0,0,0,0,0,0,0,0,0,0,6736804.5,10157412.577086,32157902,1008076,66359969,7373329.888889,10559903.296121,32157902,1008354,0,0,0,0,0,0,0,0,0,424,44,0.148438,0.014844,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11097765,0,11097765,11097765,18756760,12278706.764889,32157902,8046989,1
19103115,8,1,0,0,0,0,0,0,0,0,0,0,2387889.375,2518624.839368,8046412,1002541,18100574,2585796.285714,2652386.894638,8046412,1003008,0,0,0,0,0,0,0,0,0,352,44,0.41878,0.052347,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,-1,65535,0,0,11056703,0,11056703,11056703,8046412,0,8046412,8046412,1
35187303,9,1,0,0,0,0,0,0,0,0,0,0,3909700.333333,5140446.877838,16098415,1005023,34182280,4272785,5370578.029796,16098415,1005290,0,0,0,0,0,0,0,0,0,396,44,0.255774,0.028419,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,65535,0,0,11051379,0,11051379,11051379,12067962,5699921.295107,16098415,8037509,1
67407857,10,1,0,0,0,0,0,0,0,0,0,0,6740785.7,10155673.92175,32141755,1006643,66396201,7377355.666667,10557991.619045,32141755,1006643,0,0,0,0,0,0,0,0,0,424,44,0.148351,0.014835,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11102945,0,11102945,11102945,18768304,12255623.380297,32141755,8073660,1
67548741,10,1,0,0,0,0,0,0,0,0,0,0,6754874.1,10178407.447374,32200007,1009502,66537262,7393029.111111,10581517.139831,32200007,1009502,0,0,0,0,0,0,0,0,0,424,44,0.148041,0.014804,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11114552,0,11114552,11114552,18811396.333333,12279857.38518,32200007,8073117,1
67456673,10,1,0,0,0,0,0,0,0,0,0,0,6745667.3,10159453.684872,32142716,1008051,66447905,7383100.555556,10561496.038676,32142716,1008051,0,0,0,0,0,0,0,0,0,424,44,0.148243,0.014824,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11111319,0,11111319,11111319,18781784.666667,12251311.65201,32142716,8075307,1
67393484,10,1,0,0,0,0,0,0,0,0,0,0,6739348.4,10155186.265231,32144528,1007550,66385934,7376214.888889,10557262.722372,32144528,1008280,0,0,0,0,0,0,0,0,0,424,44,0.148382,0.014838,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11103264,0,11103264,11103264,18763406.666667,12261061.402458,32144528,8067497,1
67686549,10,1,0,0,0,0,0,0,0,0,0,0,6768654.9,10209984.535222,32308405,1007564,66678985,7408776.111111,10614354.037358,32308405,1009591,0,0,0,0,0,0,0,0,0,424,44,0.14774,0.014774,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11120389,0,11120389,11120389,18855386.666667,12333300.129068,32308405,8082581,1
67660067,10,1,0,0,0,0,0,0,0,0,0,0,6766006.7,10206171.902698,32300079,1009726,66650341,7405593.444444,10610590.793145,32300079,1009973,0,0,0,0,0,0,0,0,0,424,44,0.147798,0.01478,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11117863,0,11117863,11117863,18847401.333333,12330257.253888,32300079,8083199,1
67521865,10,1,0,0,0,0,0,0,0,0,0,0,6752186.5,10172381.988149,32179135,1008706,66508659,7389851,10575329.525037,32179135,1008706,0,0,0,0,0,0,0,0,0,424,44,0.1481,0.01481,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11110063,0,11110063,11110063,18803934,12267013.239615,32179135,8078065,1
7029633,6,1,0,0,0,0,0,0,0,0,0,0,1171605.5,408670.920366,2005796,1003333,6023980,1204796,447775.425592,2005796,1003333,0,0,0,0,0,0,0,0,0,264,44,0.85353,0.142255,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,1
19103011,8,1,0,0,0,0,0,0,0,0,0,0,2387876.375,2518632.612134,8046411,1002438,18100573,2585796.142857,2652386.551512,8046411,1003008,0,0,0,0,0,0,0,0,0,352,44,0.418782,0.052348,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,-1,65535,0,0,11056600,0,11056600,11056600,8046411,0,8046411,8046411,1
19113074,8,1,0,0,0,0,0,0,0,0,0,0,2389134.25,2517482.570652,8043165,1004008,18105817,2586545.285714,2651466.47793,8043165,1004008,0,0,0,0,0,0,0,0,0,352,44,0.418562,0.05232,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,-1,65535,0,0,11069909,0,11069909,11069909,8043165,0,8043165,8043165,1
11054997,7,1,0,0,0,0,0,0,0,0,0,0,1579285.285714,1137695.899923,4016250,1003283,10049467,1674911.166667,1215076.193633,4016250,1003283,0,0,0,0,0,0,0,0,0,308,44,0.633198,0.090457,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,1
2012858,2,1,0,0,0,0,0,0,0,0,0,0,1006429,5747.363917,1010493,1002365,1002365,1002365,0,1002365,1002365,0,0,0,0,0,0,0,0,0,88,44,0.993612,0.496806,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,1
67667930,10,1,0,0,0,0,0,0,0,0,0,0,6766793,10207438.944987,32303491,1009893,66656738,7406304.222222,10612013.086824,32303491,1009893,0,0,0,0,0,0,0,0,0,424,44,0.14778,0.014778,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11116602,0,11116602,11116602,18850442.666667,12330398.145409,32303491,8086551,1
67641978,10,1,0,0,0,0,0,0,0,0,0,0,6764197.8,10217049.165807,32326945,1004890,66637088,7404120.888889,10622133.157565,32326945,1005486,0,0,0,0,0,0,0,0,0,424,44,0.147837,0.014784,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11065922,0,11065922,11065922,18858685.333333,12344500.209414,32326945,8082134,1
67614155,10,1,0,0,0,0,0,0,0,0,0,0,6761415.5,10216028.351406,32325357,1004707,66609448,7401049.777778,10621224.250603,32325357,1005211,0,0,0,0,0,0,0,0,0,424,44,0.147898,0.01479,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11070962,0,11070962,11070962,18847731,12358119.926819,32325357,8048336,1
67681502,10,1,0,0,0,0,0,0,0,0,0,0,6768150.2,10211383.484006,32313983,1005918,66675584,7408398.222222,10615781.861341,32313983,1008747,0,0,0,0,0,0,0,0,0,424,44,0.147751,0.014775,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11114167,0,11114167,11114167,18855778.333333,12336357.821706,32313983,8083995,1
67390774,10,1,0,0,0,0,0,0,0,0,0,0,6739077.4,10155196.848971,32146890,1007512,66380859,7375651,10557472.898572,32146890,1007512,0,0,0,0,0,0,0,0,0,424,44,0.148388,0.014839,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11107888,0,11107888,11107888,18760962,12265086.913278,32146890,8062370,1
67347357,10,1,0,0,0,0,0,0,0,0,0,0,6734735.7,10161250.559106,32166371,1005483,66340117,7371124.111111,10564149.264391,32166371,1005483,0,0,0,0,0,0,0,0,0,424,44,0.148484,0.014848,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11075744,0,11075744,11075744,18757204.333333,12288441.310961,32166371,8033731,1
35183366,9,1,0,0,0,0,0,0,0,0,0,0,3909262.888889,5140869.165796,16093287,1001293,34178992,4272374,5371021.575478,16093287,1001293,0,0,0,0,0,0,0,0,0,396,44,0.255803,0.028423,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,65535,0,0,11042273,0,11042273,11042273,12070546.5,5689014.173008,16093287,8047806,1
19111193,8,1,0,0,0,0,0,0,0,0,0,0,2388899.125,2519639.914586,8051009,1004248,18105972,2586567.428571,2653677.405444,8051009,1004248,0,0,0,0,0,0,0,0,0,352,44,0.418603,0.052325,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,-1,65535,0,0,11060184,0,11060184,11060184,8051009,0,8051009,8051009,1
67599293,10,1,0,0,0,0,0,0,0,0,0,0,6759929.3,10216720.552374,32332826,1001177,66598116,7399790.666667,10621819.397106,32332826,1004561,0,0,0,0,0,0,0,0,0,424,44,0.147931,0.014793,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11065167,0,11065167,11065167,18844708.666667,12363286.408835,32332826,8050481,1
67424613,10,1,0,0,0,0,0,0,0,0,0,0,6742461.3,10154878.097685,32135004,1009467,66413702,7379300.222222,10556947.945858,32135004,1009467,0,0,0,0,0,0,0,0,0,424,44,0.148314,0.014831,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11105153,0,11105153,11105153,18773153.333333,12246321.661901,32135004,8083724,1
67487870,10,1,0,0,0,0,0,0,0,0,0,0,6748787,10165205.209313,32152998,1008360,66479252,7386583.555556,10567473.517603,32152998,1008360,0,0,0,0,0,0,0,0,0,424,44,0.148175,0.014817,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11102749,0,11102749,11102749,18795040.333333,12251617.428986,32152998,8081727,1
67381689,10,1,0,0,0,0,0,0,0,0,0,0,6738168.9,10156936.282775,32155071,1008286,66370728,7374525.333333,10559502.450099,32155071,1008286,0,0,0,0,0,0,0,0,0,424,44,0.148408,0.014841,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11102035,0,11102035,11102035,18759884.666667,12273238.251572,32155071,8054909,1
5021261,5,1,0,0,0,0,0,0,0,0,0,0,1004252.2,3034.64647,1009354,1001476,4018233,1004558.25,3413.843618,1009354,1001476,0,0,0,0,0,0,0,0,0,220,44,0.995766,0.199153,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,1
67679828,10,1,0,0,0,0,0,0,0,0,0,0,6767982.8,10208869.984086,32307509,1010528,66668628,7407625.333333,10613472.604591,32307509,1010528,0,0,0,0,0,0,0,0,0,424,44,0.147755,0.014775,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11120131,0,11120131,11120131,18853232.333333,12332435.455204,32307509,8085575,1
67560580,10,1,0,0,0,0,0,0,0,0,0,0,6756058,10181183.769879,32211563,1009447,66551133,7394570.333333,10584279.065085,32211563,1010054,0,0,0,0,0,0,0,0,0,424,44,0.148015,0.014802,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11117913,0,11117913,11117913,18814222.333333,12286444.142048,32211563,8073256,1
67630068,10,1,0,0,0,0,0,0,0,0,0,0,6763006.8,10198302.84465,32275388,1008089,66621979,7402442.111111,10602178.146861,32275388,1008836,0,0,0,0,0,0,0,0,0,424,44,0.147863,0.014786,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11119268,0,11119268,11119268,18836933.333333,12316394.816588,32275388,8086635,1
67512168,10,1,0,0,0,0,0,0,0,0,0,0,6751216.8,10169118.829566,32165956,1008479,66501865,7389096.111111,10571652.534783,32165956,1008479,0,0,0,0,0,0,0,0,0,424,44,0.148121,0.014812,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,65535,0,0,11106676,0,11106676,11106676,18801830.666667,12257320.295291,32165956,8083431,1
35183222,9,1,0,0,0,0,0,0,0,0,0,0,3909246.888889,5139615.477358,16090531,1002744,34178172,4272271.5,5369710.334368,16090531,1002744,0,0,0,0,0,0,0,0,0,396,44,0.255804,0.028423,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,-1,65535,0,0,11048245,0,11048245,11048245,12067488.5,5689441.265503,16090531,8044446,1
